id,routing_result
514,.end
515,.begin 88
516,.V 140 49 59
517,.V 157 49 59
518,.V 161 48 49
519,.V 170 48 59
520,.V 172 0 8
521,.V 186 8 48
522,.H 172 8 186
523,.H 161 48 186
524,.H 140 49 161
525,.end
526,.begin 28
527,.V 93 0 13
528,.V 96 0 13
529,.V 118 0 13
530,.V 122 13 14
531,.V 123 14 15
532,.V 132 0 15
533,.V 139 46 59
534,.V 141 46 59
535,.V 145 15 46
536,.H 93 13 122
537,.H 122 14 123
538,.H 123 15 145
539,.H 139 46 145
540,.end
541,.begin 51
542,.V 138 36 59
543,.V 225 35 36
544,.V 227 0 24
545,.V 236 24 35
546,.H 227 24 236
547,.H 225 35 236
548,.H 138 36 225
549,.end
550,.begin 65
551,.V 131 43 59
552,.V 139 0 22
553,.V 146 22 43
554,.V 150 43 59
555,.V 151 22 43
556,.V 158 0 22
557,.V 171 35 59
558,.V 172 22 35
559,.V 178 0 16
560,.V 180 16 35
561,.V 207 35 59
562,.V 207 0 18
563,.V 213 0 18
564,.V 214 18 35
565,.V 217 0 14
566,.V 224 34 35
567,.V 231 14 34
568,.H 217 14 231
569,.H 178 16 180
570,.H 207 18 214
571,.H 139 22 172
572,.H 224 34 231
573,.H 171 35 224
574,.H 131 43 146
575,.H 150 43 151
576,.end
577,.begin 20
578,.V 130 34 59
579,.V 174 0 3
580,.V 175 3 34
581,.H 174 3 175
582,.H 130 34 175
583,.end
584,.begin 84
585,.V 65 0 27
586,.V 125 0 27
587,.V 129 35 59
588,.V 133 27 35
589,.V 158 41 59
590,.V 165 27 41
591,.H 65 27 165
592,.H 129 35 133
593,.H 158 41 165
594,.end
595,.begin 48
596,.V 125 40 59
597,.V 126 40 59
598,.V 127 40 59
599,.V 135 40 59
600,.V 137 40 59
601,.V 140 0 7
602,.V 143 0 7
603,.V 149 40 59
604,.V 155 7 40
605,.V 160 0 16
606,.V 163 16 40
607,.V 164 0 21
608,.V 164 40 59
609,.V 167 40 59
610,.V 178 21 40
611,.H 140 7 155
612,.H 160 16 163
613,.H 164 21 178
614,.H 125 40 178
615,.end
616,.begin 37
617,.V 122 38 59
618,.V 136 0 13
619,.V 143 13 38
620,.H 136 13 143
621,.H 122 38 143
622,.end
623,.begin 21
624,.V 104 0 8
625,.V 107 0 8
626,.V 111 47 59
627,.V 112 47 59
628,.V 114 0 8
629,.V 117 47 59
630,.V 122 0 8
631,.V 123 0 8
632,.V 129 0 8
633,.V 133 47 59
634,.V 134 47 59
635,.V 140 8 47
636,.H 104 8 140
637,.H 111 47 140
638,.end
639,.begin 29
640,.V 102 0 21
641,.V 109 38 59
642,.V 112 21 38
643,.V 116 0 21
644,.V 124 36 59
645,.V 126 21 36
646,.V 135 35 36
647,.V 150 0 6
648,.V 153 35 59
649,.V 154 6 35
650,.V 160 35 59
651,.V 165 0 16
652,.V 167 16 35
653,.V 169 35 59
654,.H 150 6 154
655,.H 165 16 167
656,.H 102 21 126
657,.H 135 35 169
658,.H 124 36 135
659,.H 109 38 112
660,.end
661,.begin 73
662,.V 107 51 59
663,.V 108 51 59
664,.V 116 50 51
665,.V 120 50 59
666,.V 123 50 59
667,.V 127 0 21
668,.V 162 21 50
669,.H 127 21 162
670,.H 116 50 162
671,.H 107 51 116
672,.end
673,.begin 58
674,.V 106 44 59
675,.V 147 44 59
676,.V 173 0 22
677,.V 185 22 44
678,.V 203 0 22
679,.V 224 0 22
680,.H 173 22 224
681,.H 106 44 185
682,.end
683,.begin 62
684,.V 97 0 18
685,.V 103 51 59
686,.V 104 51 59
687,.V 105 18 51
688,.H 97 18 105
689,.H 103 51 105
690,.end
691,.begin 77
692,.V 42 0 13
693,.V 78 0 13
694,.V 80 13 14
695,.V 87 0 14
696,.V 99 53 59
697,.V 110 14 53
698,.V 113 38 59
699,.V 117 14 38
700,.H 42 13 80
701,.H 80 14 117
702,.H 113 38 117
703,.H 99 53 110
704,.end
705,.begin 69
706,.V 89 0 23
707,.V 93 44 59
708,.V 94 44 59
709,.V 98 0 23
710,.V 100 0 23
711,.V 103 23 44
712,.V 113 0 23
713,.V 114 53 59
714,.V 116 53 59
715,.V 119 53 59
716,.V 253 23 24
717,.V 261 52 53
718,.V 266 51 52
719,.V 269 50 51
720,.V 270 24 50
721,.H 89 23 253
722,.H 253 24 270
723,.H 93 44 103
724,.H 269 50 270
725,.H 266 51 269
726,.H 261 52 266
727,.H 114 53 261
728,.end
729,.begin 39
730,.V 1 0 30
731,.V 80 30 59
732,.H 1 30 80
733,.end
734,.begin 34
735,.V 77 53 59
736,.V 81 53 59
737,.V 81 0 30
738,.V 88 0 30
739,.V 92 0 30
740,.V 98 30 53
741,.V 120 0 30
742,.V 121 0 30
743,.V 135 0 30
744,.V 138 0 30
745,.V 148 30 59
746,.V 149 0 30
747,.V 161 0 30
748,.V 168 0 30
749,.V 168 42 59
750,.V 173 30 42
751,.H 81 30 173
752,.H 168 42 173
753,.H 77 53 98
754,.end
755,.begin 24
756,.V 8 0 27
757,.V 60 40 59
758,.V 63 27 40
759,.H 8 27 63
760,.H 60 40 63
761,.end
762,.begin 10
763,.V 44 0 19
764,.V 53 31 59
765,.V 56 19 31
766,.V 232 31 59
767,.V 240 0 25
768,.V 241 25 31
769,.V 254 31 59
770,.H 44 19 56
771,.H 240 25 241
772,.H 53 31 254
773,.end
774,.begin 75
775,.V 40 0 16
776,.V 51 49 59
777,.V 74 16 49
778,.V 87 35 59
779,.V 91 0 16
780,.V 95 35 59
781,.V 96 16 35
782,.V 101 0 16
783,.V 102 35 59
784,.V 104 16 35
785,.V 121 35 59
786,.V 128 35 59
787,.H 40 16 96
788,.H 101 16 104
789,.H 87 35 128
790,.H 51 49 74
791,.end
792,.begin 49
793,.V 5 0 26
794,.V 43 49 59
795,.V 44 26 49
796,.H 5 26 44
797,.H 43 49 44
798,.end
799,.begin 32
800,.V 41 41 59
801,.V 48 41 59
802,.V 74 0 14
803,.V 77 14 41
804,.V 84 41 59
805,.V 86 41 59
806,.V 94 40 41
807,.V 119 0 16
808,.V 123 16 40
809,.H 74 14 77
810,.H 119 16 123
811,.H 94 40 123
812,.H 41 41 94
813,.end
814,.begin 47
815,.V 39 48 59
816,.V 130 0 16
817,.V 159 16 48
818,.H 130 16 159
819,.H 39 48 159
820,.end
821,.begin 8
822,.V 24 0 17
823,.V 44 50 59
824,.V 114 17 50
825,.V 198 17 18
826,.V 199 51 59
827,.V 204 51 59
828,.V 205 18 51
829,.H 24 17 198
830,.H 198 18 205
831,.H 44 50 114
832,.H 199 51 205
833,.end
834,.begin 55
835,.V 17 0 20
836,.V 27 20 21
837,.V 36 41 59
838,.V 40 21 41
839,.V 51 21 22
840,.V 136 36 59
841,.V 137 22 36
842,.H 17 20 27
843,.H 27 21 51
844,.H 51 22 137
845,.H 136 36 137
846,.H 36 41 40
847,.end
848,.begin 31
849,.V 30 0 20
850,.V 75 49 59
851,.V 90 49 59
852,.V 112 0 20
853,.V 118 49 59
854,.V 119 20 49
855,.H 30 20 119
856,.H 75 49 119
857,.end
858,.begin 78
859,.V 32 44 59
860,.V 34 0 18
861,.V 35 44 59
862,.V 43 0 18
863,.V 45 0 18
864,.V 48 0 18
865,.V 55 0 18
866,.V 55 44 59
867,.V 56 0 18
868,.V 60 0 18
869,.V 62 0 18
870,.V 82 18 44
871,.H 34 18 82
872,.H 32 44 82
873,.end
874,.begin 59
875,.V 89 54 59
876,.V 103 0 11
877,.V 129 11 12
878,.V 257 12 54
879,.H 103 11 129
880,.H 129 12 257
881,.H 89 54 257
882,.end
883,.begin 12
884,.V 30 29 59
885,.V 83 0 29
886,.H 30 29 83
887,.end
888,.begin 42
889,.V 76 32 59
890,.V 155 0 6
891,.V 191 6 32
892,.H 155 6 191
893,.H 76 32 191
894,.end
895,.begin 89
896,.V 26 42 59
897,.V 120 41 42
898,.V 134 0 11
899,.V 142 11 41
900,.H 134 11 142
901,.H 120 41 142
902,.H 26 42 120
903,.end
904,.begin 90
905,.V 67 34 59
906,.V 128 0 16
907,.V 129 16 34
908,.H 128 16 129
909,.H 67 34 129
910,.end
911,.begin 43
912,.V 19 0 18
913,.V 20 0 18
914,.V 22 0 18
915,.V 23 41 59
916,.V 24 41 59
917,.V 25 0 18
918,.V 26 0 18
919,.V 27 0 18
920,.V 28 0 18
921,.V 29 41 59
922,.V 31 41 59
923,.V 33 18 41
924,.H 19 18 33
925,.H 23 41 33
926,.end
927,.begin 9
928,.V 21 43 59
929,.V 123 42 43
930,.V 166 41 42
931,.V 180 40 41
932,.V 230 0 19
933,.V 239 19 40
934,.H 230 19 239
935,.H 180 40 239
936,.H 166 41 180
937,.H 123 42 166
938,.H 21 43 123
939,.end
940,.begin 70
941,.V 90 0 18
942,.V 91 40 59
943,.V 92 40 59
944,.V 93 18 40
945,.H 90 18 93
946,.H 91 40 93
947,.end
948,.begin 23
949,.V 12 0 22
950,.V 19 42 59
951,.V 25 22 42
952,.H 12 22 25
953,.H 19 42 25
954,.end
955,.begin 14
956,.V 10 0 25
957,.V 45 25 26
958,.V 65 34 59
959,.V 66 26 34
960,.H 10 25 45
961,.H 45 26 66
962,.H 65 34 66
963,.end
964,.begin 61
965,.V 9 0 24
966,.V 18 41 59
967,.V 21 24 41
968,.V 34 41 59
969,.V 35 24 41
970,.H 9 24 35
971,.H 18 41 21
972,.H 34 41 35
973,.end
974,.begin 7
975,.V 58 52 59
976,.V 64 0 10
977,.V 72 0 10
978,.V 84 0 10
979,.V 105 0 10
980,.V 110 0 10
981,.V 119 51 52
982,.V 141 0 10
983,.V 143 10 11
984,.V 145 0 11
985,.V 146 0 11
986,.V 163 0 11
987,.V 163 50 51
988,.V 166 49 50
989,.V 186 49 59
990,.V 222 0 11
991,.V 226 49 59
992,.V 237 0 11
993,.V 256 48 49
994,.V 258 11 12
995,.V 263 12 13
996,.V 265 13 14
997,.V 266 14 15
998,.V 267 47 48
999,.V 267 15 16
1000,.V 268 16 17
1001,.V 269 17 18
1002,.V 270 18 19
1003,.V 271 19 47
1004,.H 64 10 143
1005,.H 143 11 258
1006,.H 258 12 263
1007,.H 263 13 265
1008,.H 265 14 266
1009,.H 266 15 267
1010,.H 267 16 268
1011,.H 268 17 269
1012,.H 269 18 270
1013,.H 270 19 271
1014,.H 267 47 271
1015,.H 256 48 267
1016,.H 166 49 256
1017,.H 163 50 166
1018,.H 119 51 163
1019,.H 58 52 119
1020,.end
1021,.begin 54
1022,.V 11 0 23
1023,.V 17 40 59
1024,.V 18 0 23
1025,.V 19 23 40
1026,.V 23 0 23
1027,.V 38 47 59
1028,.V 39 23 47
1029,.V 45 34 59
1030,.V 47 23 34
1031,.V 59 0 15
1032,.V 59 34 59
1033,.V 61 34 59
1034,.V 64 15 34
1035,.H 59 15 64
1036,.H 11 23 47
1037,.H 45 34 64
1038,.H 17 40 19
1039,.H 38 47 39
1040,.end
1041,.begin 53
1042,.V 41 0 14
1043,.V 69 0 14
1044,.V 72 14 15
1045,.V 96 41 59
1046,.V 105 15 16
1047,.V 118 16 41
1048,.H 41 14 72
1049,.H 72 15 105
1050,.H 105 16 118
1051,.H 96 41 118
1052,.end
1053,.begin 3
1054,.V 25 45 59
1055,.V 51 0 12
1056,.V 52 0 12
1057,.V 68 45 59
1058,.V 79 45 59
1059,.V 82 0 12
1060,.V 123 12 13
1061,.V 129 13 14
1062,.V 141 14 45
1063,.V 146 14 15
1064,.V 162 0 15
1065,.V 184 56 59
1066,.V 202 0 15
1067,.V 208 15 16
1068,.V 214 0 16
1069,.V 221 55 56
1070,.V 236 16 17
1071,.V 250 17 18
1072,.V 253 18 19
1073,.V 258 54 55
1074,.V 263 53 54
1075,.V 267 52 53
1076,.V 267 19 20
1077,.V 268 20 52
1078,.H 51 12 123
1079,.H 123 13 129
1080,.H 129 14 146
1081,.H 146 15 208
1082,.H 208 16 236
1083,.H 236 17 250
1084,.H 250 18 253
1085,.H 253 19 267
1086,.H 267 20 268
1087,.H 25 45 141
1088,.H 267 52 268
1089,.H 263 53 267
1090,.H 258 54 263
1091,.H 221 55 258
1092,.H 184 56 221
1093,.end
1094,.begin 100
1095,.V 16 39 59
1096,.V 202 38 39
1097,.V 227 37 38
1098,.V 241 0 20
1099,.V 249 20 37
1100,.H 241 20 249
1101,.H 227 37 249
1102,.H 202 38 227
1103,.H 16 39 202
1104,.end
1105,.begin 95
1106,.V 4 33 59
1107,.V 7 0 25
1108,.V 9 25 33
1109,.H 7 25 9
1110,.H 4 33 9
1111,.end
1112,.begin 98
1113,.V 201 0 24
1114,.V 226 24 25
1115,.V 237 35 59
1116,.V 238 25 35
1117,.H 201 24 226
1118,.H 226 25 238
1119,.H 237 35 238
1120,.end
1121,.begin 1
1122,.V 14 37 59
1123,.V 197 0 24
1124,.V 200 24 37
1125,.H 197 24 200
1126,.H 14 37 200
1127,.end
1128,.begin 45
1129,.V 12 34 59
1130,.V 13 0 21
1131,.V 14 21 34
1132,.V 16 0 19
1133,.V 20 19 34
1134,.V 22 34 59
1135,.V 28 34 59
1136,.V 36 0 24
1137,.V 38 0 24
1138,.V 41 24 34
1139,.V 42 34 59
1140,.V 43 24 34
1141,.V 66 0 24
1142,.V 67 0 24
1143,.V 69 24 25
1144,.V 79 0 25
1145,.H 16 19 20
1146,.H 13 21 14
1147,.H 36 24 69
1148,.H 69 25 79
1149,.H 12 34 41
1150,.H 42 34 43
1151,.end
1152,.begin 5
1153,.V 8 34 59
1154,.V 11 33 34
1155,.V 249 0 14
1156,.V 259 14 15
1157,.V 263 15 33
1158,.H 249 14 259
1159,.H 259 15 263
1160,.H 11 33 263
1161,.H 8 34 11
1162,.end
1163,.begin 2
1164,.V 4 0 28
1165,.V 214 51 59
1166,.V 222 28 51
1167,.H 4 28 222
1168,.H 214 51 222
1169,.end
1170,.begin 99
1171,.V 0 0 28
1172,.V 1 31 59
1173,.V 2 28 31
1174,.H 0 28 2
1175,.H 1 31 2
1176,.end
1177,.begin 76
1178,.V 6 31 59
1179,.V 37 0 15
1180,.V 52 15 31
1181,.H 37 15 52
1182,.H 6 31 52
1183,.end
1184,.begin 50
1185,.V 5 34 59
1186,.V 6 0 27
1187,.V 7 27 34
1188,.H 6 27 7
1189,.H 5 34 7
1190,.end
1191,.begin 17
1192,.V 40 47 59
1193,.V 58 46 47
1194,.V 133 0 13
1195,.V 134 13 46
1196,.H 133 13 134
1197,.H 58 46 134
1198,.H 40 47 58
1199,.end
1200,.begin 64
1201,.V 0 29 59
1202,.V 29 0 29
1203,.H 0 29 29
1204,.end
1205,.begin 18
1206,.V 2 0 27
1207,.V 3 31 59
1208,.V 3 0 27
1209,.V 5 27 31
1210,.H 2 27 5
1211,.H 3 31 5
1212,.end
1213,.begin 38
1214,.V 63 47 59
1215,.V 82 47 59
1216,.V 83 47 59
1217,.V 106 0 18
1218,.V 108 18 47
1219,.V 132 29 59
1220,.V 136 18 29
1221,.V 152 29 59
1222,.V 179 29 59
1223,.V 183 0 29
1224,.H 106 18 136
1225,.H 132 29 183
1226,.H 63 47 108
1227,.end
1228,.begin 85
1229,.V 15 38 59
1230,.V 27 38 59
1231,.V 32 0 19
1232,.V 34 19 38
1233,.V 77 0 9
1234,.V 80 0 9
1235,.V 95 0 9
1236,.V 107 9 38
1237,.H 77 9 107
1238,.H 32 19 34
1239,.H 15 38 107
1240,.end
1241,.begin 63
1242,.V 72 40 59
1243,.V 73 0 23
1244,.V 78 40 59
1245,.V 85 40 59
1246,.V 86 0 23
1247,.V 87 23 24
1248,.V 89 24 40
1249,.V 94 0 24
1250,.V 98 55 59
1251,.V 101 55 59
1252,.V 105 55 59
1253,.V 110 55 59
1254,.V 115 0 24
1255,.V 196 24 25
1256,.V 208 25 55
1257,.H 73 23 87
1258,.H 87 24 196
1259,.H 196 25 208
1260,.H 72 40 89
1261,.H 98 55 208
1262,.end
1263,.begin 16
1264,.V 9 36 59
1265,.V 11 36 59
1266,.V 14 0 20
1267,.V 16 20 36
1268,.V 57 36 59
1269,.V 61 0 11
1270,.V 70 36 59
1271,.V 84 11 36
1272,.V 97 36 59
1273,.V 108 0 15
1274,.V 122 15 36
1275,.H 61 11 84
1276,.H 108 15 122
1277,.H 14 20 16
1278,.H 9 36 122
1279,.end
1280,.begin 60
1281,.V 2 32 59
1282,.V 10 32 59
1283,.V 35 0 19
1284,.V 39 0 19
1285,.V 42 19 32
1286,.V 50 32 59
1287,.V 62 32 59
1288,.V 71 32 59
1289,.V 71 0 26
1290,.V 72 26 32
1291,.V 73 32 59
1292,.V 75 26 32
1293,.H 35 19 42
1294,.H 71 26 75
1295,.H 2 32 72
1296,.H 73 32 75
1297,.end
1298,.begin 13
1299,.V 20 40 59
1300,.V 33 0 16
1301,.V 37 16 40
1302,.V 49 40 59
1303,.V 52 40 59
1304,.V 54 0 21
1305,.V 54 40 59
1306,.V 55 21 40
1307,.V 58 0 21
1308,.V 69 51 59
1309,.V 75 0 21
1310,.V 101 21 51
1311,.H 33 16 37
1312,.H 54 21 101
1313,.H 20 40 55
1314,.H 69 51 101
1315,.end
1316,.begin 35
1317,.V 37 46 59
1318,.V 46 46 59
1319,.V 46 0 25
1320,.V 47 46 59
1321,.V 49 0 25
